 100.00		-0.1841		1.3562 		-0.3844
 110.00		-0.3734		1.1982 		-0.3822
 120.00		-0.5523		0.9761 		-0.3725
 130.00		-0.7141		0.7137 		-0.3675
 140.00		-0.8664		0.4401 		-0.3875
 150.00		-1.0461		0.1863 		-0.4741
 160.00		-0.6974		0.0100 		-0.3987
 170.00		-0.3487		0.0100 		-0.5000
 180.00		0.0000		0.0100 		0.0000
! ------------------------------------------------------------------------------
! data for table 2
! ------------------------------------------------------------------------------
          6   Re                ! Reynolds number in millions
         -7   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -0.5   alpha0            ! 0-lift angle of attack, depends on airfoil.
         23   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
        -19   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      6.723   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
      2.776   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
      -1.35   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.005   Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0437   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        127   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00		0.0000		0.0100		0.0000
-170.00		0.3616		0.0100		0.4000
-160.00		0.7232		0.0100		0.4466
-150.00		1.0849		0.2011		0.5265
-140.00		0.8900		0.4533		0.4304
-130.00		0.7281		0.7247		0.4056
-120.00		0.5598		0.9846		0.4076
-110.00		0.3766		1.2041		0.4154
-100.00		0.1849		1.3592		0.4161
 -90.00		0.0000		1.4340		0.4021
 -80.00		-0.1849		1.3592		0.3563
 -70.00		-0.3766		1.2041		0.3019
 -60.00		-0.5598		0.9846		0.2458
 -50.00		-0.7281		0.7247		0.1931
 -40.00		-0.8900		0.4533		0.1433
 -30.00		-1.0849		0.2011		0.0806
 -25.00		-0.9291		0.2156		0.0245
 -24.50		-0.9425		0.2045		0.0162
 -23.50		-1.0915		0.1583		-0.0164
 -22.50		-1.3175		0.1038		-0.0529
 -22.00		-1.3653		0.0895		-0.0614
 -21.50		-1.3990		0.0781		-0.0676
 -21.00		-1.4219		0.0689		-0.0721
 -20.50		-1.4347		0.0614		-0.0752
 -20.00		-1.4406		0.0551		-0.0774
 -19.50		-1.4407		0.0497		-0.0790
 -18.00		-1.4193		0.0369		-0.0808
 -17.50		-1.4062		0.0335		-0.0806
 -17.00		-1.3897		0.0305		-0.0802
 -16.50		-1.3710		0.0279		-0.0794
 -16.00		-1.3503		0.0255		-0.0785
 -15.50		-1.3275		0.0234		-0.0772
 -15.00		-1.3028		0.0215		-0.0758
 -14.50		-1.2765		0.0199		-0.0740
 -14.00		-1.2531		0.0183		-0.0715
 -13.50		-1.2267		0.0170		-0.0688
 -13.00		-1.1975		0.0159		-0.0661
 -12.50		-1.1666		0.0149		-0.0633
 -12.00		-1.1340		0.0141		-0.0605
 -11.50		-1.1004		0.0134		-0.0576
 -11.00		-1.0686		0.0127		-0.0542
 -10.50		-1.0425		0.0120		-0.0495
 -10.00		-0.9991		0.0099		-0.0467
  -9.50		-0.9553		0.0097		-0.0450
  -9.00		-0.9102		0.0096		-0.0436
  -8.50		-0.8629		0.0093		-0.0424
  -8.00		-0.8132		0.0092		-0.0417
  -7.50		-0.7632		0.0089		-0.0409
  -6.50		-0.6588		0.0085		-0.0402
  -6.00		-0.6050		0.0083		-0.0400
  -5.00		-0.4957		0.0079		-0.0400
  -4.50		-0.4401		0.0076		-0.0402
  -4.00		-0.3841		0.0074		-0.0404
  -3.50		-0.3275		0.0072		-0.0408
  -3.00		-0.2708		0.0070		-0.0411
  -2.50		-0.2137		0.0068		-0.0416
  -2.00		-0.1569		0.0065		-0.0420
  -1.00		-0.0436		0.0057		-0.0431
  -0.50		0.0123		0.0050		-0.0437
   0.00		0.0712		0.0048		-0.0446
   0.50		0.1310		0.0047		-0.0455
   1.00		0.1910		0.0046		-0.0464
   1.50		0.2510		0.0046		-0.0474
   2.00		0.3107		0.0046		-0.0483
   2.50		0.3712		0.0046		-0.0493
   3.00		0.4308		0.0047		-0.0503
   4.00		0.5505		0.0047		-0.0522
   4.50		0.6103		0.0048		-0.0532
   5.00		0.6694		0.0049		-0.0541
   5.50		0.7281		0.0050		-0.0550
   6.00		0.7852		0.0052		-0.0556
   6.50		0.8346		0.0059		-0.0551
   7.00		0.8828		0.0067		-0.0544
   7.50		0.9313		0.0074		-0.0539
   8.50		1.0266		0.0088		-0.0526
  10.00		1.1653		0.0105		-0.0502
  10.50		1.2092		0.0110		-0.0491
  11.50		1.2797		0.0119		-0.0441
  12.00		1.2994		0.0125		-0.0393
  12.50		1.3139		0.0136		-0.0353
  13.00		1.3354		0.0149		-0.0328
  13.50		1.3571		0.0161		-0.0303
  14.00		1.3774		0.0175		-0.0279
  14.50		1.3968		0.0190		-0.0257
  16.00		1.4494		0.0240		-0.0202
  16.50		1.4675		0.0258		-0.0189
  17.00		1.4843		0.0278		-0.0179
  17.50		1.4984		0.0301		-0.0170
  18.00		1.5141		0.0324		-0.0165
  18.50		1.5296		0.0347		-0.0161
  19.00		1.5428		0.0373		-0.0160
  20.00		1.5627		0.0432		-0.0163
  20.50		1.5731		0.0462		-0.0168
  21.00		1.5829		0.0494		-0.0176
  21.50		1.5908		0.0527		-0.0186
  22.00		1.5966		0.0563		-0.0198
  22.50		1.6002		0.0602		-0.0214
  23.00		1.6013		0.0644		-0.0233
  23.50		1.5996		0.0690		-0.0255
  24.00		1.5929		0.0742		-0.0282
  24.50		1.5888		0.0792		-0.0312
  25.00		1.5850		0.0841		-0.0344
  25.50		1.5800		0.0891		-0.0380
  26.00		1.5696		0.0947		-0.0423
  26.50		1.5613		0.1001		-0.0467
  27.00		1.5473		0.1060		-0.0519
  27.50		1.5350		0.1116		-0.0573
  28.00		1.5169		0.1178		-0.0636
  28.50		1.4971		0.1242		-0.0704
  29.00		1.4773		0.1305		-0.0775
  29.50		1.4506		0.1377		-0.0858
  30.00		1.4196		0.1454		-0.0950
  40.00		1.1167		0.3522		-0.1733
  50.00		0.9012		0.5945		-0.2224
  60.00		0.6990		0.8503		-0.2672
  70.00		0.4830		1.0956		-0.3132
  80.00		0.2479		1.3054		-0.3595
  90.00		0.0000		1.4340		-0.4021
 100.00		-0.1849		1.3592		-0.4161
 110.00		-0.3766		1.2041		-0.4154
 120.00		-0.5598		0.9846		-0.4076
 130.00		-0.7281		0.7247		-0.4056
 140.00		-0.8900		0.4533		-0.4304
 150.00		-1.0849		0.2011		-0.5265
 160.00		-0.7232		0.0100		-0.4466
 170.00		-0.3616		0.0100		-0.5000
 180.00		0.0000		0.0100		0.0000
! ------------------------------------------------------------------------------
! data for table 3
! ------------------------------------------------------------------------------
          6   Re                ! Reynolds number in millions
         -3   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -2.5   alpha0            ! 0-lift angle of attack, depends on airfoil.
         21   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
        -20   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      6.796   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
      2.813   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
       -1.3   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
      0.006   Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0835   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        127   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00		0.0000		0.0100		0.0000
-170.00		0.3777		0.0100		0.4000
-160.00		0.7555		0.0164		0.5106
-150.00		1.1332		0.2190		0.5948
-140.00		0.9194		0.4691		0.4862
-130.00		0.7455		0.7380		0.4551
-120.00		0.5691		0.9949		0.4533
-110.00		0.3806		1.2112		0.4586
-100.00		0.1859		1.3628		0.4573
 -90.00		0.0000		1.4340		0.4416
 -80.00		-0.1859		1.3628		0.3961
 -70.00		-0.3806		1.2112		0.3418
 -60.00		-0.5691		0.9949		0.2860
 -50.00		-0.7455		0.7380		0.2334
 -40.00		-0.9194		0.4691		0.1830
 -30.00		-1.1332		0.2190		0.1169
 -25.00		-0.9356		0.2127		0.0260
 -24.50		-0.9470		0.2014		0.0175
 -23.50		-1.1633		0.1414		-0.0237
 -22.50		-1.3567		0.0954		-0.0515
 -22.00		-1.4027		0.0820		-0.0587
 -21.50		-1.4328		0.0715		-0.0638
 -21.00		-1.4519		0.0630		-0.0677
 -20.50		-1.4614		0.0560		-0.0704
 -20.00		-1.4441		0.0496		-0.0769
 -19.50		-1.4209		0.0441		-0.0825
 -18.00		-1.2854		0.0320		-0.1050
 -17.50		-1.2657		0.0292		-0.1053
 -17.00		-1.2445		0.0268		-0.1051
 -16.50		-1.2217		0.0245		-0.1046
 -16.00		-1.1964		0.0225		-0.1039
 -15.50		-1.1693		0.0207		-0.1031
 -15.00		-1.1452		0.0189		-0.1017
 -14.50		-1.1191		0.0173		-0.1000
 -14.00		-1.0909		0.0160		-0.0981
 -13.50		-1.0613		0.0149		-0.0959
 -13.00		-1.0306		0.0139		-0.0934
 -12.50		-0.9999		0.0131		-0.0905
 -12.00		-0.9764		0.0124		-0.0860
 -11.50		-0.9432		0.0118		-0.0829
 -11.00		-0.9004		0.0112		-0.0813
 -10.50		-0.8537		0.0108		-0.0803
 -10.00		-0.8021		0.0093		-0.0794
  -9.50		-0.7534		0.0090		-0.0788
  -9.00		-0.7021		0.0088		-0.0785
  -8.50		-0.6504		0.0086		-0.0782
  -8.00		-0.5972		0.0084		-0.0782
  -7.50		-0.5433		0.0082		-0.0782
  -6.50		-0.4332		0.0078		-0.0787
  -6.00		-0.3771		0.0076		-0.0791
  -5.00		-0.2637		0.0072		-0.0800
  -4.50		-0.2063		0.0070		-0.0806
  -4.00		-0.1487		0.0068		-0.0812
  -3.50		-0.0907		0.0066		-0.0819
  -3.00		-0.0328		0.0064		-0.0826
  -2.50		0.0254		0.0060		-0.0835
  -2.00		0.0835		0.0056		-0.0845
  -1.00		0.2020		0.0047		-0.0869
  -0.50		0.2620		0.0047		-0.0878
   0.00		0.3222		0.0046		-0.0888
