  20.50	   1.5536	  0.0353	 0.0044
  21.00	   1.5643	  0.0380	 0.0042
  21.50	   1.5752	  0.0406	 0.0037
  22.00	   1.5862	  0.0434	 0.0030
  22.50	   1.5957	  0.0463	 0.0020
  23.00	   1.6033	  0.0494	 0.0008
  23.50	   1.6088	  0.0528	 -0.0006
  24.00	   1.6118	  0.0564	 -0.0024
  24.50	   1.6121	  0.0604	 -0.0045
  25.00	   1.6102	  0.0647	 -0.0069
  25.50	   1.6060	  0.0692	 -0.0097
  26.00	   1.6008	  0.0740	 -0.0128
  26.50	   1.5927	  0.0791	 -0.0165
  27.00	   1.5862	  0.0840	 -0.0203
  27.50	   1.5784	  0.0890	 -0.0245
  28.00	   1.5647	  0.0946	 -0.0295
  28.50	   1.5543	  0.0998	 -0.0345
  29.00	   1.5365	  0.1057	 -0.0404
  29.50	   1.5229	  0.1110	 -0.0462
  30.00	   1.5013	  0.1173	 -0.0531
  40.00	   1.1666	  0.3277	 -0.1366
  50.00	   0.9307	  0.5740	 -0.1865
  60.00	   0.7148	  0.8342	 -0.2316
  70.00	   0.4898	  1.0843	 -0.2786
  80.00	   0.2495	  1.2994	 -0.3269
  90.00	   0.0000	  1.4340	 -0.3723
 100.00	   -0.1859	  1.3521	 -0.3858
 110.00	   -0.3803	  1.1901	 -0.3846
 120.00	   -0.5685	  0.9642	 -0.3770
 130.00	   -0.7444	  0.6984	 -0.3769
 140.00	   -0.9176	  0.4220	 -0.4072
 150.00	   -1.1302	  0.1657	 -0.5165
 160.00	   -0.7535	  0.0100	 -0.4439
 170.00	   -0.3767	  0.0100	 -0.5000
 180.00	   0.0000	  0.0100	 0.0000
! ------------------------------------------------------------------------------
! data for table 2
! ------------------------------------------------------------------------------
         11   Re                ! Reynolds number in millions
         -7   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -0.5   alpha0            ! 0-lift angle of attack, depends on airfoil.
       23.5   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
        -21   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      6.754   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     2.8504   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
      -1.45   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
     0.0053   Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0446   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        142   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00	   0.0000	  0.0100	0.0000
-170.00	   0.3919	  0.0100	0.4000
-160.00	   0.7839	  0.0100	0.4967
-150.00	   1.1758	  0.1782	0.5734
-140.00	   0.9453	  0.4330	0.4520
-130.00	   0.7608	  0.7077	0.4159
-120.00	   0.5773	  0.9714	0.4126
-110.00	   0.3841	  1.1950	0.4179
-100.00	   0.1868	  1.3546	0.4176
 -90.00	   0.0000	  1.4340	0.4028
 -80.00	   -0.1868	  1.3546	0.3543
 -70.00	   -0.3841	  1.1950	0.2979
 -60.00	   -0.5773	  0.9714	0.2410
 -50.00	   -0.7608	  0.7077	0.1884
 -40.00	   -0.9453	  0.4330	0.1379
 -30.00	   -1.1758	  0.1782	0.0690
 -25.00	   -1.3129	  0.1388	-0.0306
 -24.50	   -1.4023	  0.1169	-0.0459
 -24.00	   -1.4548	  0.1019	-0.0557
 -23.50	   -1.4933	  0.0897	-0.0631
 -23.00	   -1.5191	  0.0798	-0.0685
 -22.50	   -1.5354	  0.0716	-0.0725
 -22.00	   -1.5459	  0.0645	-0.0756
 -21.50	   -1.5519	  0.0582	-0.0780
 -21.00	   -1.5508	  0.0529	-0.0797
 -20.50	   -1.5484	  0.0480	-0.0810
 -20.00	   -1.5412	  0.0437	-0.0818
 -19.50	   -1.5324	  0.0397	-0.0822
 -19.00	   -1.5201	  0.0362	-0.0824
 -18.50	   -1.5062	  0.0329	-0.0822
 -18.00	   -1.4891	  0.0301	-0.0817
 -17.50	   -1.4702	  0.0275	-0.0811
 -17.00	   -1.4495	  0.0251	-0.0801
 -16.50	   -1.4267	  0.0230	-0.0789
 -16.00	   -1.4027	  0.0212	-0.0774
 -15.50	   -1.3803	  0.0193	-0.0754
 -15.00	   -1.3568	  0.0178	-0.0728
 -14.50	   -1.3300	  0.0165	-0.0702
 -14.00	   -1.3018	  0.0155	-0.0674
 -13.50	   -1.2713	  0.0145	-0.0646
 -13.00	   -1.2391	  0.0137	-0.0618
 -12.50	   -1.2062	  0.0130	-0.0588
 -12.00	   -1.1725	  0.0123	-0.0558
 -11.50	   -1.1435	  0.0117	-0.0517
 -11.00	   -1.1151	  0.0112	-0.0471
 -10.50	   -1.0725	  0.0107	-0.0450
 -10.00	   -1.0223	  0.0090	-0.0436
  -9.50	   -0.9748	  0.0089	-0.0425
  -9.00	   -0.9270	  0.0087	-0.0414
  -8.50	   -0.8768	  0.0085	-0.0407
  -8.00	   -0.8251	  0.0083	-0.0402
  -7.50	   -0.7731	  0.0081	-0.0398
  -7.00	   -0.7195	  0.0079	-0.0396
  -6.50	   -0.6657	  0.0077	-0.0394
  -6.00	   -0.6108	  0.0075	-0.0395
  -5.50	   -0.5554	  0.0074	-0.0396
  -5.00	   -0.4992	  0.0072	-0.0398
  -4.50	   -0.4430	  0.0070	-0.0401
  -4.00	   -0.3858	  0.0068	-0.0405
  -3.50	   -0.3287	  0.0066	-0.0409
  -3.00	   -0.2710	  0.0064	-0.0414
  -2.50	   -0.2131	  0.0063	-0.0420
  -2.00	   -0.1551	  0.0061	-0.0426
  -1.50	   -0.0970	  0.0058	-0.0432
  -1.00	   -0.0390	  0.0056	-0.0438
  -0.50	   0.0192	  0.0053	-0.0446
   0.00	   0.0771	  0.0049	-0.0454
   0.50	   0.1352	  0.0044	-0.0463
   1.00	   0.1951	  0.0043	-0.0473
   1.50	   0.2549	  0.0043	-0.0483
   2.00	   0.3153	  0.0042	-0.0493
   2.50	   0.3752	  0.0042	-0.0503
   3.00	   0.4356	  0.0042	-0.0513
   3.50	   0.4953	  0.0043	-0.0523
   4.00	   0.5552	  0.0043	-0.0533
   4.50	   0.6146	  0.0044	-0.0542
   5.00	   0.6726	  0.0046	-0.0549
   5.50	   0.7246	  0.0052	-0.0547
   6.00	   0.7757	  0.0058	-0.0545
   6.50	   0.8267	  0.0064	-0.0542
   7.00	   0.8786	  0.0069	-0.0541
   7.50	   0.9296	  0.0075	-0.0539
   8.00	   0.9810	  0.0080	-0.0537
   8.50	   1.0315	  0.0085	-0.0535
   9.00	   1.0817	  0.0089	-0.0532
   9.50	   1.1318	  0.0093	-0.0529
  10.00	   1.1808	  0.0097	-0.0525
  10.50	   1.2284	  0.0101	-0.0519
  11.00	   1.2743	  0.0105	-0.0511
  11.50	   1.3177	  0.0109	-0.0499
  12.00	   1.3562	  0.0113	-0.0480
  12.50	   1.3786	  0.0116	-0.0433
  13.00	   1.3958	  0.0122	-0.0387
  13.50	   1.4138	  0.0135	-0.0357
  14.00	   1.4352	  0.0146	-0.0331
  14.50	   1.4566	  0.0158	-0.0306
  15.00	   1.4772	  0.0171	-0.0284
  15.50	   1.4947	  0.0186	-0.0261
  16.00	   1.5140	  0.0201	-0.0242
  16.50	   1.5321	  0.0216	-0.0225
  17.00	   1.5474	  0.0234	-0.0209
  17.50	   1.5626	  0.0254	-0.0196
  18.00	   1.5802	  0.0273	-0.0187
  18.50	   1.5966	  0.0294	-0.0180
  19.00	   1.6115	  0.0316	-0.0175
  19.50	   1.6245	  0.0341	-0.0172
  20.00	   1.6355	  0.0367	-0.0170
  20.50	   1.6453	  0.0395	-0.0171
  21.00	   1.6561	  0.0423	-0.0175
  21.50	   1.6660	  0.0452	-0.0181
  22.00	   1.6744	  0.0484	-0.0189
  22.50	   1.6807	  0.0517	-0.0200
  23.00	   1.6853	  0.0553	-0.0213
  23.50	   1.6874	  0.0591	-0.0229
  24.00	   1.6870	  0.0633	-0.0249
  24.50	   1.6845	  0.0678	-0.0271
  25.00	   1.6793	  0.0725	-0.0298
  25.50	   1.6715	  0.0777	-0.0330
  26.00	   1.6663	  0.0824	-0.0363
  26.50	   1.6606	  0.0872	-0.0399
  27.00	   1.6498	  0.0926	-0.0441
  27.50	   1.6399	  0.0977	-0.0486
  28.00	   1.6294	  0.1028	-0.0534
  28.50	   1.6129	  0.1085	-0.0591
  29.00	   1.5996	  0.1136	-0.0648
  29.50	   1.5787	  0.1197	-0.0715
  30.00	   1.5570	  0.1257	-0.0787
  40.00	   1.1988	  0.3339	-0.1668
  50.00	   0.9490	  0.5784	-0.2176
  60.00	   0.7243	  0.8374	-0.2626
  70.00	   0.4939	  1.0866	-0.3093
  80.00	   0.2505	  1.3008	-0.3574
  90.00	   0.0000	  1.4340	-0.4028
 100.00	   -0.1868	  1.3546	-0.4176
 110.00	   -0.3841	  1.1950	-0.4179
 120.00	   -0.5773	  0.9714	-0.4126
 130.00	   -0.7608	  0.7077	-0.4159
 140.00	   -0.9453	  0.4330	-0.4520
 150.00	   -1.1758	  0.1782	-0.5734
 160.00	   -0.7839	  0.0100	-0.4967
 170.00	   -0.3919	  0.0100	-0.5000
 180.00	   0.0000	  0.0100	0.0000
! ------------------------------------------------------------------------------
! data for table 3
! ------------------------------------------------------------------------------
         11   Re                ! Reynolds number in millions
         -3   UserProp          ! User property (control) setting
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
       -2.7   alpha0            ! 0-lift angle of attack, depends on airfoil.
       22.5   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
      -22.5   alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
      6.796   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
      2.996   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
      -1.35   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
     0.0057   Cd0               ! 2D drag coefficient value at 0-lift.
    -0.0840   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT"     filtCutOff        ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
        142   NumAlf            ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
-180.00	   0.0000	  0.0100	 0.0000
-170.00	   0.4108	  0.0100	 0.4000
-160.00	   0.8215	  0.0100	 0.5653
-150.00	   1.2323	  0.1937	 0.6471
